territory,tier,state,county,major_city,zipcode,population,median_household_income,income_factor,target_clinics,npi_providers,npi_locations,our_accts,open_clinics,annual_potential,current_owner
Mississippi / Alabama,3,AL,Jackson County,Paint Rock,35764,653,22813,0.631448043200324,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Pisgah,35765,4013,39000,0.8256171867524483,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Princeton,35766,150,43333,0.870273581280718,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Section,35771,3645,30491,0.7300157927288862,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Stevenson,35772,4908,36967,0.8038102228803122,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Trenton,35774,165,2499,0.5,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Morgan County,Valhermoso Springs,35775,636,28144,0.701357317619046,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Woodville,35776,3395,35833,0.7913853497761716,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Bryant,35958,3582,50404,0.9385964838951337,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cherokee County,Cedar Bluff,35959,4836,32975,0.7591696255767838,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Dawson,35963,1704,26850,0.685044157172828,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Jackson County,Flat Rock,35966,3914,40268,0.8389314033952993,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Fort Payne,35968,4575,32500,0.7536819284137856,0,2,2,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Fyffe,35971,4914,36477,0.7984651730395986,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Etowah County,Gallant,35972,1139,40625,0.8426420126731774,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cherokee County,Gaylesville,35973,2870,31346,0.740180238698084,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Geraldine,35974,1589,38438,0.8196469227665726,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Groveoak,35975,1058,46902,0.9054033617242351,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Henagar,35978,5390,38054,0.8155424629518989,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Higdon,35979,1398,33750,0.7680390647334666,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marshall County,Horton,35980,5161,36144,0.7948122065672182,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Ider,35981,2141,35893,0.7920476339942137,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cherokee County,Leesburg,35983,3738,36488,0.7985855564982756,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Mentone,35984,1889,37279,0.8071951587561619,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,St. Clair County,Steele,35987,2666,46364,0.9001955673249131,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Sylvania,35988,1940,39303,0.8288181866804043,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,DeKalb County,Valley Head,35989,3573,34456,0.7760306079260804,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Autauga County,Autaugaville,36003,1975,34375,0.7751179154336622,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Pike County,Banks,36005,1522,46923,0.9056060326422101,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Autauga County,Billingsley,36006,1313,43417,0.8711166753201527,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Crenshaw County,Brantley,36009,2566,38864,0.8241763919189928,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Pike County,Brundidge,36010,4677,29353,0.7162632497124749,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Montgomery County,Cecil,36013,562,83750,1.2098703378966185,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Barbour County,Clayton,36016,5150,29469,0.7176771530857499,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Barbour County,Clio,36017,3318,36100,0.7943282758068183,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Elmore County,Coosada,36020,1123,47857,0.9145746443053435,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Coosa County,Equality,36026,1089,65333,1.0685939768143704,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Covington County,Dozier,36028,1746,34679,0.7785378015112584,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Bullock County,Fitzpatrick,36029,723,36176,0.7951639712255406,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Butler County,Forest Home,36030,491,32625,0.755129925768696,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lowndes County,Fort Deposit,36032,2339,28348,0.7038946001173828,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Butler County,Georgiana,36033,4299,24954,0.6604143583626189,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Pike County,Glenwood,36034,807,36250,0.7959768315943179,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Pike County,Goshen,36035,1913,40161,0.8378160590675833,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Montgomery County,Grady,36036,2003,43977,0.876716583048347,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Macon County,Hardaway,36039,253,27313,0.6909253446808895,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lowndes County,Hayneville,36040,3976,16528,0.5374729025775579,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Crenshaw County,Highland Home,36041,1318,48250,0.9183221937482671,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Crenshaw County,Honoraville,36042,1500,31167,0.7380638290671807,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Montgomery County,Hope Hull,36043,3666,51000,0.944129373633046,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Crenshaw County,Lapine,36046,1490,46172,0.8983297138967913,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lowndes County,Letohatchee,36047,1396,25286,0.6647930772321745,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Barbour County,Louisville,36048,1459,22279,0.6240139064554248,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Crenshaw County,Luverne,36049,5706,36761,0.8015674626761541,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Autauga County,Marbury,36051,2304,38819,0.823699103429159,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Montgomery County,Mathews,36052,739,130286,1.5,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Bullock County,Midway,36053,1967,24732,0.6574701505256638,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Montgomery County,Ramer,36069,1935,34435,0.7757940870499751,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Crenshaw County,Rutledge,36071,766,44722,0.884111480647375,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Macon County,Shorter,36075,2226,54519,0.9761585491473924,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Elmore County,Titus,36080,2271,45469,0.8914646428895546,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Macon County,Tuskegee Institute,36088,4767,28958,0.711427589621817,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Chilton County,Verbena,36091,3648,45833,0.8950258196015561,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Calhoun County,Anniston,36205,635,36755,0.8015020455080198,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Calhoun County,Alexandria,36250,4603,50316,0.9377767813591211,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clay County,Ashland,36251,5103,29844,0.7222290237750125,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clay County,Cragford,36255,969,37216,0.8065128067861868,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tallapoosa County,Daviston,36256,1570,35473,0.7873999465249426,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clay County,Delta,36258,1599,44643,0.8833302579951512,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Calhoun County,Eastaboga,36260,4247,43333,0.870273581280718,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cleburne County,Fruithurst,36262,1448,36295,0.7964707329472552,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Randolph County,Graham,36263,658,39149,0.8271928237751656,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clay County,Lineville,36266,5582,34207,0.7732214891833297,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Talladega County,Munford,36268,5432,38821,0.8237203221234638,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cleburne County,Muscadine,36269,1395,35703,0.7899484958169637,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Cleburne County,Ranburne,36273,2914,52500,0.9579130132969749,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Randolph County,Wadley,36276,2592,38819,0.823699103429159,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Calhoun County,Weaver,36277,5420,43925,0.8761980989897324,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Randolph County,Wedowee,36278,4366,33967,0.7705042119501827,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Calhoun County,Wellington,36279,2645,50183,0.9365365511957495,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Randolph County,Woodland,36280,3932,38333,0.8185266540062238,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Dale County,Ariton,36311,2770,42865,0.8655613100216726,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Geneva County,Black,36314,595,65521,1.0701303470452173,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Geneva County,Chancellor,36316,1722,49405,0.9292485098366265,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Henry County,Clopton,36317,590,42125,0.8580574738377762,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Geneva County,Coffee Springs,36318,1296,44743,0.8843190313167026,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Houston County,Columbia,36319,2276,32153,0.7496476290527028,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Houston County,Cottonwood,36320,3837,36164,0.7950320777176708,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Houston County,Cowarts,36321,1632,40288,0.839139714525914,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Geneva County,Geneva,36340,5490,37227,0.806631989199931,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Houston County,Gordon,36343,1579,31333,0.7400267368004116,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Geneva County,Hartford,36344,5732,31867,0.7463061349012376,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Coffee County,Jack,36346,1456,40938,0.8458819004323138,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Coffee County,New Brockton,36351,3146,38359,0.8188041966660885,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Houston County,Newton,36352,4885,48529,0.9209734121958162,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Henry County,Newville,36353,1968,38009,0.8150601185624534,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Houston County,Pansey,36370,972,44018,0.8771251716945607,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Henry County,Shorterville,36373,581,40541,0.841770399679291,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Dale County,Skipperville,36374,970,57875,1.005754359037023,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Houston County,Webb,36376,2445,32019,0.7480838922000014,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Monroe County,Beatrice,36425,1008,34792,0.7798051855564961,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Conecuh County,Castleberry,36432,2420,24239,0.6508842622530706,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Wilcox County,Coy,36435,579,21429,0.611994295355069,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clarke County,Dickinson,36436,531,65402,1.0691581138263653,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Escambia County,Flomaton,36441,3576,32653,0.7554538967005153,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Covington County,Florala,36442,3555,29646,0.7198292227701849,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Monroe County,Franklin,36444,702,25341,0.6655156857568015,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Monroe County,Frisco City,36445,5050,31523,0.7422670676055986,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clarke County,Grove Hill,36451,4977,29934,0.723317210355336,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Covington County,Kinston,36453,2198,34083,0.7718187570962265,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Butler County,Mc Kenzie,36456,1820,34259,0.7738089749115308,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Monroe County,Peterman,36471,1257,19564,0.5847567565957296,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Conecuh County,Range,36473,106,18333,0.5660609432671156,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Covington County,Red Level,36474,2926,33930,0.7700844453584903,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Conecuh County,Repton,36475,2208,32625,0.755129925768696,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Geneva County,Samson,36477,4946,25586,0.6687250921815454,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Monroe County,Uriah,36480,1773,32574,0.7545394784352104,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Monroe County,Vredenburgh,36481,593,17404,0.5515323091779223,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clarke County,Whatley,36482,1090,8986,0.5,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Covington County,Wing,36483,536,36957,0.8037014955572648,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Axis,36505,1481,32344,0.7518709159565081,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Bayou La Batre,36509,1983,31449,0.7413953225857697,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Bon Secour,36511,764,28933,0.7111204287322406,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Chatom,36518,2842,33783,0.7684144587578836,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Chunchula,36521,5431,48179,0.9176462882639731,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Coden,36523,2818,47961,0.9155678547457538,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clarke County,Coffeeville,36524,1232,30777,0.7334315089950106,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Creola,36525,1935,48919,0.9246666768961749,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Dauphin Island,36528,1237,63542,1.053845296720974,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Deer Park,36529,478,83750,1.2098703378966185,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Frankville,36538,374,16447,0.5361542682784957,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Fruitdale,36539,802,41146,0.8480280789891187,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clarke County,Gainestown,36540,691,42917,0.8660861618367899,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Leroy,36548,1136,71184,1.1154179154862525,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Lillian,36549,4271,43598,0.8729305746116716,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Little River,36550,217,38750,0.822966723454357,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Mc Intosh,36553,3575,37939,0.8143092371756868,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Magnolia Springs,36555,654,47071,0.9070330958446209,0,1,1,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Millry,36558,3854,42500,0.8618682585700709,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Mount Vernon,36560,3690,34342,0.7747457694977835,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Perdido,36562,1596,45673,0.8934622155518542,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Saint Stephens,36569,928,68750,1.0961822684446467,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Seminole,36574,1341,43536,0.8723096636672105,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Silverhill,36576,4143,59236,1.0175114001379757,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Stapleton,36578,1749,32065,0.7486210655734338,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Stockton,36579,1590,75417,1.148103518391397,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Baldwin County,Summerdale,36580,5420,38024,0.8152209317356309,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Sunflower,36581,224,50673,0.9410977385879588,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Tibbie,36583,639,27689,0.6956648450861507,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Vinegar Bend,36584,772,24250,0.651031935729138,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Washington County,Wagarville,36585,972,48322,0.9190071113659589,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Mobile,36602,1057,20227,0.5945825493137137,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Mobile,36603,7922,22298,0.6242799358436842,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Mobile,36611,6106,30363,0.7284818926547842,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Mobile County,Mobile,36612,4541,23750,0.6442853087286519,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Wilcox County,Alberta,36720,784,15093,0.513610871201747,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Wilcox County,Arlington,36722,472,25811,0.6716589975175355,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Wilcox County,Camden,36726,4814,24309,0.6518234315902701,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Clarke County,Campbell,36727,61,9083,0.5,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Wilcox County,Catherine,36728,461,15781,0.5251866541482539,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marengo County,Dixons Mills,36736,1207,28333,0.7037083468352074,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marengo County,Faunsdale,36738,952,28519,0.706014414654208,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Greene County,Forkland,36740,1328,27703,0.6958406924814158,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marengo County,Gallion,36742,2554,32156,0.7496826007572222,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marengo County,Linden,36748,3260,33822,0.7688578699390625,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Autauga County,Jones,36749,1089,33889,0.7696190311802652,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Chilton County,Maplesville,36750,2901,38165,0.8167310278343076,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Monroe County,Lower Peach Tree,36751,945,13409,0.5,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lowndes County,Lowndesboro,36752,1644,41907,0.8558343383435608,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marengo County,Magnolia,36754,344,28500,0.7057791941197255,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Perry County,Marion,36756,6165,30815,0.7338841489507509,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Dallas County,Plantersville,36758,1412,33869,0.7693918977107985,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Dallas County,Marion Junction,36759,1501,26907,0.6857709135114545,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Dallas County,Minter,36761,1161,21250,0.6094328901243379,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Hale County,Newbern,36765,1294,19167,0.5787932970254648,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Dallas County,Orrville,36767,2012,14683,0.506586743543671,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Wilcox County,Pine Apple,36768,1096,25703,0.6702523257180086,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Wilcox County,Pine Hill,36769,3014,25388,0.6661325664491546,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Dallas County,Safford,36773,512,23625,0.6425875842791088,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Dallas County,Sardis,36775,800,20956,0.6052023648792679,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Hale County,Sawyerville,36776,1489,25313,0.665147910422779,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marengo County,Sweet Water,36782,2405,37243,0.8068053140095808,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Marengo County,Thomaston,36783,945,38750,0.822966723454357,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lowndes County,Tyler,36785,1165,36364,0.7972274540671177,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Perry County,Uniontown,36786,3365,15625,0.52258439197817,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Chilton County,Stanton,36790,139,63611,1.0544173246384554,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Bibb County,Randolph,36792,1169,32574,0.7545394784352104,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Bibb County,Lawley,36793,568,34155,0.7726335567499888,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Tallapoosa County,Camp Hill,36850,2630,31282,0.7394242293198872,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Lee County,Cusseta,36852,2129,42411,0.8609653588629336,0,,,0,0,0,Taylor Bates
Mississippi / Alabama,3,AL,Chambers County,Five Points,36855,1551,39125,0.8269392327341476,0,,,0,0,0,Taylor Bates
