territory,tier,state,county,major_city,zipcode,population,median_household_income,income_factor,target_clinics,npi_providers,npi_locations,our_accts,open_clinics,annual_potential,current_owner
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76112,38993,36820,0.8022104473590299,3,1,1,0,3,10500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Haltom City,76117,30645,39054,0.8261885701635904,3,,,0,3,10500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76119,42761,28660,0.7077575559376943,3,,,0,3,10500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76131,28374,77413,1.1631972601184015,3,2,1,0,3,10500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,North Richland Hills,76180,33444,52086,0.9541286237100786,3,2,2,0,3,10500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,North Richland Hills,76182,28209,82038,1.1974405297056543,3,6,4,0,3,10500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Denton,76210,39556,80407,1.1854775963523452,5,12,6,2,3,10500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Aubrey,76227,22141,77386,1.162994393255183,3,,,0,3,10500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Roanoke,76262,27648,88114,1.2409917087227245,3,,,0,3,10500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Flower Mound,75022,22545,145938,1.5,3,1,1,1,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Irving,75038,27802,48130,0.9171795277805064,3,2,1,1,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Irving,75063,35090,69114,1.0990803309511494,4,3,3,2,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Sherman,75090,23724,38216,0.8172765456694824,2,6,3,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Sherman,75092,22839,50771,0.9420073258448249,2,4,2,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Plano,75093,47187,99225,1.3169126677849883,6,62,29,4,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Duncanville,75116,19669,53706,0.9688528592210524,2,2,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Ellis County,Ennis,75119,26601,44808,0.8849611415465349,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Lancaster,75134,20276,46971,0.9060691102219225,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Duncanville,75137,18861,58895,1.014578452464425,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Kaufman County,Kaufman,75142,18982,53809,0.9697814709581294,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Lancaster,75146,17993,59244,1.0175801068060806,2,2,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Ellis County,Red Oak,75154,36041,66162,1.0753522149743058,4,,,2,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Seagoville,75159,18339,45479,0.8915626674374125,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Kaufman County,Terrell,75160,23627,44594,0.8828453548072881,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Ellis County,Waxahachie,75165,37966,59385,1.0187903013156578,4,3,2,2,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Balch Springs,75180,23031,37787,0.8126763629956085,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75208,30171,45170,0.8885287132048125,3,5,4,1,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75212,24884,28802,0.7095087316720381,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75224,34034,33830,0.7689487944746144,3,,,1,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75232,28682,36265,0.7961414994231859,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75241,27066,30870,0.734538791714699,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Dallas,75252,24112,54650,0.9773306180177737,2,1,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75254,23253,44283,0.8797614725804429,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Hunt County,Greenville,75402,15920,57594,1.0033097727979208,2,2,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Titus County,Mount Pleasant,75455,28293,43701,0.8739611127989436,2,3,2,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Hopkins County,Sulphur Springs,75482,24385,42494,0.8618074186632758,2,1,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Arlington,76001,30460,74587,1.1417683267335448,3,2,1,1,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Arlington,76006,22639,44363,0.880555785969415,2,1,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Parker County,Aledo,76008,13602,102951,1.3414105146150412,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Johnson County,Alvarado,76009,19759,51696,0.9505498373006428,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Arlington,76015,16658,47902,0.915004531143346,2,6,5,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Johnson County,Cleburne,76031,17759,46714,0.9035869493515165,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Johnson County,Cleburne,76033,24819,53523,0.9672007964536624,2,1,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Crowley,76036,22352,64852,1.0646530645405252,2,1,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Euless,76040,27524,45748,0.8941954953829594,2,5,4,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Haslet,76052,15995,93031,1.2751470371584646,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Johnson County,Joshua,76058,17123,56151,0.9906612346541865,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Palo Pinto County,Mineral Wells,76067,22117,40367,0.8399620384382533,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Parker County,Springtown,76082,17748,58255,1.0090507854744826,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76114,24741,37752,0.8122999073070699,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76126,19395,76330,1.1550320963741958,2,2,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76132,24709,49437,0.9295494018396833,2,19,10,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76134,23704,48534,0.9210208554612438,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76135,20684,52945,0.9619641733904765,2,1,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76140,26340,50739,0.9417104143622902,2,1,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76148,23331,59394,1.0188674989694049,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Denton,76201,27107,22342,0.6248955690825564,2,12,7,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Denton,76205,18510,41371,0.8503435674990547,2,1,1,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Denton,76208,19782,70890,1.1131121152327164,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Denton,76209,24018,48237,0.9181984736161037,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Wise County,Decatur,76234,15587,58848,1.0141735394444662,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Justin,76247,13098,77968,1.1673594907718583,2,,,0,2,7000,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Carrollton,75010,21607,75696,1.150225222894925,2,5,3,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Allen,75013,30347,131878,1.5,5,11,8,4,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Denison,75020,21872,40999,0.8465118724501463,2,6,4,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Denison,75021,8036,40000,0.8361350271650719,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Rockwall County,Rockwall,75032,27986,93308,1.2770440026584062,4,7,3,3,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Frisco,75034,72723,111318,1.3948551780795264,10,19,17,9,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Lewisville,75057,12900,50338,0.9379817741498401,1,13,7,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Lake Dallas,75065,10748,72342,1.124453957182966,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Plano,75075,33262,72852,1.1284106099137843,4,4,3,3,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Pottsboro,75076,7378,52543,0.9583052211905749,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Rockwall County,Rockwall,75087,28145,86094,1.226684462705917,3,2,2,2,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Van Zandt County,Canton,75103,12851,50286,0.9374971734989571,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Navarro County,Corsicana,75110,28132,40235,0.8385875769001667,2,7,6,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Kaufman County,Crandall,75114,4660,68287,1.0924848882280596,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Ellis County,Ferris,75125,6691,45375,0.8905426847325277,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Hunt County,Caddo Mills,75135,5910,62800,1.047674186154344,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Van Zandt County,Grand Saline,75140,6958,41111,0.847667323419559,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Henderson County,Kemp,75143,14619,40135,0.8375448165156072,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Kaufman County,Mabank,75147,6602,45227,0.8890891534211316,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Henderson County,Mabank,75156,14580,37212,0.8064694633597529,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Kaufman County,Terrell,75161,6165,56148,0.9906347700907653,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Ellis County,Waxahachie,75167,8436,76207,1.1541010978982034,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Van Zandt County,Wills Point,75169,14644,43316,0.870102855711389,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Sunnyvale,75182,5118,90366,1.2567501651235913,1,1,1,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75201,9409,67979,1.0900183453834862,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75203,15721,28602,0.7070410394033734,1,3,2,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75204,26279,63551,1.0539199266653227,3,7,4,2,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75205,23061,108913,1.3797051389964345,3,6,5,2,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75215,14648,23433,0.6399711078698237,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75218,21665,65567,1.0705059316595669,2,5,4,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75219,22124,59650,1.0210608991982533,2,8,7,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75223,13947,35949,0.7926652666876134,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75233,14043,40151,0.837711745402691,1,2,2,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75235,17177,37530,0.8099080278104446,1,20,14,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75236,15949,37645,0.8111479449766266,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75237,17101,29787,0.7215389901046949,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75249,13373,57247,1.0002827693800544,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75253,18450,33283,0.7627068625183053,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Princeton,75407,14120,52330,0.9563608489807433,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Anna,75409,11831,61997,1.040954528558931,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Fannin County,Bonham,75418,14411,41466,0.851319327293345,1,1,1,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Hunt County,Commerce,75428,10089,27662,0.6953255852367096,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Rains County,Emory,75440,6350,44340,0.8803274942762006,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Farmersville,75442,8858,52080,0.9540736671323347,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Melissa,75454,5699,87125,1.234007550632387,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Franklin County,Mount Vernon,75457,6522,39909,0.8351833820153072,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Lamar County,Paris,75460,23592,29717,0.7206906764485796,2,2,2,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Lamar County,Paris,75462,11350,60019,1.024214215057445,1,1,1,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Hunt County,Quinlan,75474,14882,44976,0.8866185953039143,1,2,1,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Wood County,Winnsboro,75494,10862,40427,0.8405860507365228,1,2,1,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Van Alstyne,75495,7095,65158,1.0671618572083956,1,1,1,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Arlington,76011,21594,34412,0.7755349576106187,2,3,2,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Wise County,Boyd,76023,5832,49441,0.9295870064920647,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Somervell County,Glen Rose,76043,7071,54925,0.9797865069379212,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Hood County,Granbury,76048,21989,48668,0.9222914258355634,2,3,2,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Johnson County,Grandview,76050,5875,62723,1.0470317048211273,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Hurst,76054,11764,93763,1.2801538559934305,2,3,1,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Kennedale,76060,6764,74375,1.1401445375383603,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Wise County,Paradise,76073,5327,54109,0.9724811128197327,1,1,1,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Wise County,Rhome,76078,8572,64280,1.059947501685486,1,1,1,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Johnson County,Venus,76084,8327,54599,0.9768744835652361,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Parker County,Weatherford,76086,20196,48176,0.9176177179146406,2,3,3,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Parker County,Weatherford,76088,11499,64093,1.0584046069394863,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76102,8111,50177,0.9364805622425278,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76103,14572,39513,0.831029467549959,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76105,22194,24526,0.6547262952153591,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76111,21685,40511,0.8414588905219875,2,,,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76115,20696,27806,0.6971330632712245,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76120,15283,39714,0.8331404820912385,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76164,16748,34574,0.7773582917161791,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Fort Worth,76177,4891,81755,1.1953733875080277,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Denton,76207,10579,61377,1.0357364253905212,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Argyle,76226,18419,116101,1.4245063899805768,3,,,2,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Montague County,Bowie,76230,9711,43390,0.8708457698219996,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Cooke County,Gainesville,76240,26120,47663,0.9127190363718354,2,2,2,1,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Krum,76249,7194,75250,1.146831659615288,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Pilot Point,76258,6659,53438,0.9664324843828138,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Ponder,76259,4618,76021,1.1526918182566643,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Denton County,Sanger,76266,13495,63416,1.0527999220186202,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Whitesboro,76273,9135,44190,0.8788371808759105,1,,,0,1,3500,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Addison,75001,12414,57633,1.0036494128583329,1,7,2,1,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Celina,75009,8785,87581,1.2372326472217665,1,3,3,1,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Plano,75024,36039,88707,1.2451605926791907,4,23,14,7,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Irving,75039,11032,73503,1.1334410931296521,1,2,1,1,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Tarrant County,Grand Prairie,75054,5053,105000,1.354693574978261,1,1,1,1,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Gunter,75058,2982,79250,1.176917598585895,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Mckinney,75071,36090,80291,1.1846221668872914,4,14,7,4,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Prosper,75078,10592,119529,1.445383406558447,2,9,6,2,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Navarro County,Barry,75102,1322,40455,0.840877098000285,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Navarro County,Chatfield,75105,301,29500,0.718054535145902,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Navarro County,Corsicana,75109,3658,58317,1.0095876021580947,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Van Zandt County,Edgewood,75117,3722,41348,0.8501071625162437,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Henderson County,Eustace,75124,4446,47500,0.9111570216417961,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Van Zandt County,Fruitvale,75127,1593,45848,0.8951722674559948,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Hutchins,75141,5374,34786,0.7797379426148593,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Navarro County,Kerens,75144,3291,32289,0.7512313770129391,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Henderson County,Malakoff,75148,5842,34252,0.7737299162766649,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Ellis County,Palmer,75152,4606,54659,0.9774110902359996,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Navarro County,Powell,75153,605,38692,0.8223505951398735,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Navarro County,Rice,75155,2579,37375,0.8082338254491401,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Kaufman County,Scurry,75158,4139,58466,1.010876528105899,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Henderson County,Trinidad,75163,2285,51800,0.9515054964790138,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Lavon,75166,3070,75804,1.1510454779023898,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Wilmer,75172,3956,39246,0.8282169631385782,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Nevada,75173,4353,67327,1.084778460423611,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75202,1666,79681,1.1801135839740358,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75209,13653,79408,1.1780902193408689,2,3,2,4,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75210,7482,15258,0.5164106935126183,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75225,20892,147153,1.5,3,16,11,7,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75226,3506,42768,0.8645814080126157,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75230,26934,68863,1.0970827610947451,3,47,21,8,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75231,37052,33546,0.7657143617955924,3,72,35,7,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75240,24296,37095,0.8052006359377671,2,4,3,2,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75244,13266,72735,1.1275041345151757,1,,,1,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Dallas County,Dallas,75246,2770,32254,0.7508241140560555,0,31,12,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Hunt County,Greenville,75401,18552,31274,0.7393296737914545,1,2,2,1,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Wood County,Alba,75410,4334,40492,0.8412615417284088,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Lamar County,Arthur City,75411,1118,61641,1.037961534283829,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Red River County,Bagwell,75412,778,45508,0.8918468776988918,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Bells,75414,3136,51815,0.9516432527468706,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Delta County,Ben Franklin,75415,144,18529,0.5690788066975901,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Lamar County,Blossom,75416,2893,40685,0.8432640418026739,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Red River County,Bogata,75417,2456,33056,0.7601014682332157,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Hopkins County,Brashear,75420,1076,50500,0.9394898891744784,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Lamar County,Brookston,75421,1003,54808,0.9787423910102342,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Hunt County,Campbell,75422,2883,52056,0.9538538091579597,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Hunt County,Celeste,75423,2982,47162,0.9079094332670447,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Collin County,Blue Ridge,75424,3297,48948,0.9249407152111767,0,,,1,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Red River County,Clarksville,75426,5301,24102,0.6490422411058581,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Hopkins County,Como,75431,2052,42639,0.8632765161457818,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Delta County,Cooper,75432,3323,39500,0.8308927496113331,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Hopkins County,Cumby,75433,2773,47662,0.9127094616091916,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Lamar County,Deport,75435,1185,44043,0.8773742177286699,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Red River County,Detroit,75436,1876,42798,0.8648845890746444,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Hopkins County,Dike,75437,1078,53977,0.9712941948272176,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Fannin County,Dodd City,75438,972,51438,0.948174908805185,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Fannin County,Ector,75439,868,46125,0.8978723777765409,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Fannin County,Honey Grove,75446,3180,43542,0.8723697711376466,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Fannin County,Ivanhoe,75447,1080,49527,0.9303951388919283,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Delta County,Klondike,75448,655,56705,0.9955362969526236,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Fannin County,Ladonia,75449,1186,35368,0.7862337318542083,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Delta County,Lake Creek,75450,331,47604,0.9121539534117278,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Camp County,Leesburg,75451,1211,43472,0.8716682594160226,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Fannin County,Leonard,75452,4090,56000,0.9893283060305461,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Hunt County,Lone Oak,75453,3255,41525,0.8519247629069605,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Grayson County,Howe,75459,4326,64792,1.0641604508531846,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Lamar County,Pattonville,75468,888,34405,0.7754560749416856,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Delta County,Pecan Gap,75469,371,28750,0.708867958085366,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Lamar County,Petty,75470,288,28611,0.7071522705909415,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Hopkins County,Pickton,75471,1424,42321,0.8600513502976217,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Rains County,Point,75472,3548,45179,0.8886172272642039,0,,,0,0,0,Jamie Bergeron
Dallas (DFW),1,TX,Lamar County,Powderly,75473,3855,49651,0.9315591188985554,0,,,0,0,0,Jamie Bergeron
